Putusan,Nomor,Bulan,Pemohon,Termohon,Tingkat proses,Klasifikasi,Tahun,Amar,Amar Lainnya atau catatan
MAHKAMAH AGUNG,5 B/PK/PJK/2022,3,PT FUJI SEIMITSU INDONESIA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI KABUL BANDING
MAHKAMAH AGUNG,290 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT LINTAS TEKNOLOGI INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,208 K/TUN/2022,3,SUSDIYANTO,KEPALA KEPOLISIAN DAERAH SUMATERA SELATAN,Kasasi,Pajak Penjualan Barang MewahPPnBM,2022,Tolak,TOLAK KASASI
MAHKAMAH AGUNG,1185 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT PRAKARSA ALAM SEGAR,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,933 B/PK/PJK/2022,3,PT PRIMA USAHA SARANA SEJAHTERA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,791 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT PHINTRACO TECHNOLOGY,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,633 B/PK/PJK/2022,4,DIREKTUR JENDERAL BEA DAN CUKAI,PT SYNNEX METRODATA INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,55 B/PK/PJK/2022,3,PT INDO TRAKTOR UTAMA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,916 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SINDORA SERAYA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,743 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT MUNIC LINE,Peninjauan Kembali,Cukai,2022,Tolak,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI TOLAK BANDING
MAHKAMAH AGUNG,492 B/PK/PJK/2022,3,PT DELTA DJAKARTA TBK,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI KABUL BANDING
MAHKAMAH AGUNG,511 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT LINTAS TEKNOLOGI INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,233 B/PK/PJK/2022,3,PT CENTRALPERTIWI BAHARI,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI : KABUL BANDING
MAHKAMAH AGUNG,535 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SYNNEX METRODATA INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,371 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT LINTAS TEKNOLOGI INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,512 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SINAR GENERAL INDUSTRIES,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,330 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SYNNEX METRODATA INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,140 B/PK/PJK/2022,3,PT CENTRALPERTIWI BAHARI,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI KABUL BANDING
MAHKAMAH AGUNG,324 B/PK/PJK/2022,3,PT HANEAGLE HEAVYPARTS INDONESIA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI KABUL BANDING
MAHKAMAH AGUNG,320 B/PK/PJK/2022,3,PT WILMAR NABATI,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI : KABUL BANDING
MAHKAMAH AGUNG,262 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT WILMAR CHEMICAL INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,167 B/PK/PJK/2022,3,PT FREEPORT INDONESIA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Pajak Penghasilan Pasal 21PPh21,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,158 B/PK/PJK/2022,3,PT FREEPORT INDONESIA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,537 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SASCO INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,332 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SYNNEX METRODATA INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,190 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT LINTAS TEKNOLOGI INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,835 B/PK/PJK/2022,3,PT FRANS PUTRATEX,DIREKTUR JENDERAL BEA DAN CUKAI ,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,832 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT HADIRA SETYATAMA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,460 B/PK/PJK/2022,3,PT DUTA NICHIRINDO PRATAMA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,327 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SYNNEX METRODATA INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,293 B/PK/PJK/2022,3,PT CENTRAL MEGA PERDANA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,261 B/PK/PJK/2022,3,PT SYNNEX METRODATA INDONESIA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,248 B/PK/PJK/2022,3,PT WONOKOYO JAYA KUSUMA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,247 B/PK/PJK/2022,3,PT WONOKOYO JAYA KUSUMA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,235 B/PK/PJK/2022,3,PT SYNNEX METRODATA INDONESIA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI : KABUL BANDING
MAHKAMAH AGUNG,150 B/PK/PJK/2022,3,PT JOHNSON HOME HYGIENE PRODUCTS,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,79 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SYNNEX METRODATA INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,40 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SYNNEX METRODATA INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,43 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SYNNEX METRODATA INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,42 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SYNNEX METRODATA INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,41 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SYNNEX METRODATA INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,655 B/PK/PJK/2022,3,PT SAYAP MAS UTAMA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,329 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SYNNEX METRODATA INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,281 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SYNNEX METRODATA INDONESIA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,263 B/PK/PJK/2022,3,PT PRIMA KARYA BERJAYA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,234 B/PK/PJK/2022,3,PT CENTRALPERTIWI BAHARI,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI : KABUL BANDING
MAHKAMAH AGUNG,51 B/PK/PJK/2022,3,DIREKTUR JENDERAL BEA DAN CUKAI,PT SINTA PRIMA FEEDMILL,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
