Putusan,Nomor,Bulan,Pemohon,Termohon,Tingkat proses,Klasifikasi,Tahun,Amar,Amar Lainnya atau catatan
MAHKAMAH AGUNG,3449 B/PK/PJK/2022,7,DIREKTUR JENDERAL BEA DAN CUKAI,PT DELTA PASIFIC INDOTUNA,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,3418 B/PK/PJK/2022,7,PT MERCEDEZ BENZ INDONESIA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,4169 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT BIMATEKNO KARYATAMA KONSULTAN,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4168 B/PK/PJK/2022,8,PT CG POWER SYSTEMS INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4167 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT ADIDAS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4166 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT ADIDAS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4165 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT ADIDAS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4164 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT ADIDAS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4163 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT CIKARANG LISTRINDO TBK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4162 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT ASIA PACIFIC FIBERS TBK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4161 B/PK/PJK/2022,8,PT ASTRA HONDA MOTOR,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,4160 B/PK/PJK/2022,8,PT SINAR SAWIT SUBURLESTARI,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,PUTUSAN SELA
MAHKAMAH AGUNG,4149 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT ROLLS ROYCE SOLUTIONS INDONESIA dahulu PT MTU INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4148 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT INDO SAWIT KEKAL,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Kabul,—
MAHKAMAH AGUNG,4147 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT NATIONAL OILWELL VARCO,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4146 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT SHOWA DENKO MATERIALS INDONESIA dahulu PT HITACHI CHEMICAL INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4145 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT HITACHI CHEMICAL INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4144 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT SHOWA DENKO MATERIALS INDONESIA dahulu PT HITACHI CHEMICAL INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4143 B/PK/PJK/2022,8,JO PT RAGA PERKASA EKAGUNA PT Ã¢Â?Â? REKA PATRIA EKAGUNA PT Ã¢Â?Â? QUI HANDIKA PT Ã¢Â?Â? AMARTA KARYA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4142 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT INKOASKU,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4141 B/PK/PJK/2022,8,PT GUNUNG SEJAHTERA PUTI PESONA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4140 B/PK/PJK/2022,8,PT SAMUGARA ARTAJAYA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4118 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,KOP KOPERASI PERKEBUNAN KELAPA SAWIT (KPKS) MAPUR MANDIRI,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4116 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT WIN TEXTILE,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4114 B/PK/PJK/2022,8,PT NIPPISUN INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4111 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT FMC SANTANA PETROLEUM EQUIPMENT INDONESIA,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4059 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT REKAYASA INDUSTRI,Peninjauan Kembali,Pajak Penghasilan Pasal 4 ayat 2 Final,2022,Tolak,—
MAHKAMAH AGUNG,4057 B/PK/PJK/2022,8,PT CENTA BRASINDO ABADI CHEMICAL INDUSTRY,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,4055 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT INDO SAWIT KEKAL,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Kabul,—
MAHKAMAH AGUNG,4050 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT MASKAPAI PERKEBUNAN LEIDONG WEST INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4005 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT DONGGI SENORO LNG,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4003 B/PK/PJK/2022,8,PT HUAWEI TECH INVESTMENT,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4001 B/PK/PJK/2022,8,PT HUAWEI TECH INVESTMENT,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3889 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT FUJITSU INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3593 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT YANMAR INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3592 B/PK/PJK/2022,7,PT SHARP TRADING INDONESIA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,3589 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT JINDAL STAINLESS INDONESIA,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,3588 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT OLAM INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3587 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT BUMI RESOURCES TBK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,3586 B/PK/PJK/2022,7,DIREKTUR JENDERAL BEA DAN CUKAI,PT LINTAS TEKNOLOGI INDONESIA,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,3585 B/PK/PJK/2022,7,PT TERRALOG TEKNOLOGI INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3584 B/PK/PJK/2022,7,PT VIVAMAS QINGQI MOTOR,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,3583 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT EKA DURA INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3582 B/PK/PJK/2022,7,PT PUTRA SINAR DESA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3581 B/PK/PJK/2022,7,PT PUTRA SINAR DESA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 21PPh21,2022,Tolak,—
MAHKAMAH AGUNG,3580 B/PK/PJK/2022,7,PT PUTRA SINAR DESA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,3579 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT NIKE INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3577 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT NIKE INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3576 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,3575 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT HARAPAN SAWIT LESTARI,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,3574 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT HARAPAN SAWIT LESTARI,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,3573 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT HARAPAN SAWIT LESTARI,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,3572 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT CALMIC INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3571 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT SUBUR AGRO MAKMUR,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3570 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT FEDERAL INTERNATIONAL FINANCE,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3569 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT DIRGANTARA INDONESIA (PERSERO),Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,3568 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT AUTOCOMP SYSTEMS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3567 B/PK/PJK/2022,7,PT ORACLE INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,3566 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT ECART WEBPORTAL INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3564 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT ECART WEBPORTAL INDONESIA,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,3563 B/PK/PJK/2022,7,DIREKTUR JENDERAL PAJAK,PT ECART WEBPORTAL INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3886 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT GENERAL MOTORS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3884 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT GENERAL MOTORS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3880 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT CITRA CEMERLANG SEJAHTERA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3868 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT TRANE INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3867 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT TRANE INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3865 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT KAWASAKI MOTOR INDONESIA,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,3861 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT DONGGI SENORO LNG,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3859 B/PK/PJK2022,8,PT VIRTUE DRAGON NICKEL INDUSTRY,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,3857 B/PK/PJK2022,8,DIREKTUR JENDERAL BEA DAN CUKAI,PT MEROKE TETAP JAYA,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,3855 B/PK/PJK2022,8,PT BAKRIE PIPE INDUSTRIES,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,3854 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT HARAPAN SAWIT LESTARI,Peninjauan Kembali,Pajak Penghasilan Pasal 22 Final,2022,Tolak,—
MAHKAMAH AGUNG,3851 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT SARIPURI PERMAI HOTEL,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3848 B/PK/PJK2022,8,DIREKTUR JENDERAL BEA DAN CUKAI,PT DATACOMM DIANGRAHA,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,3846 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT DEYON RESOURCES,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,3845 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT SEJAHTERA EKAGRAHA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3844 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,INDONESIAN PETROLEUM ASSOCIATION,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3842 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,SIANNOTO DHANOE ADMODJO,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3841 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT HENKEL INDONESIEN,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,3839 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT MANDALA AIRLINES,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3837 B/PK/PJK2022,8,PT INFRATECH INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 21PPh21,2022,Tolak,—
MAHKAMAH AGUNG,3835 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT PRISMA CIPTA MANDIRI,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3833 B/PK/PJK2022,8,PT ULTRA PRIMA PLAST,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,3831 B/PK/PJK2022,8,PT ERA ASTA MARIN NUSANTARA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,3815 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT CIPTA RETAIL PRAKARSA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3814 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT CIPTA RETAIL PRAKARSA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3810 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT CMS KALTIM UTAMA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3809 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT CMS KALTIM UTAMA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3808 B/PK/PJK2022,8,PT YKK ZIPPER INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3801 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT MELANIA INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3741 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT INKOASKU,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3740 B/PK/PJK2022,8,DIREKTUR JENDERAL PAJAK,PT HITACHI CHEMICAL INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3462 B/PK/PJK2022,7,PT INDO TRAKTOR UTAMA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,3461 B/PK/PJK2022,7,PT INDOPRIMA GEMILANG,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,3309 B/PK/PJK/2022,7,PT TOYOTA ASTRA MOTOR,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,3265 B/PK/PJK/2022,7,PT TOYOTA - ASTRA MOTOR,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,3269 B/PK/PJK/2022,7,PT TOYOTA - ASTRA MOTOR,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,3267 B/PK/PJK/2022,7,PT TOYOTA - ASTRA MOTOR,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,3266 B/PK/PJK/2022,7,PT TOYOTA - ASTRA MOTOR,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,3186 B/PK/PJK/2022,7,PT AGATA ARSA SAMOGA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,2989 B/PK/PJK/2022,6,PT BAJAMARGA KHARISMAUTAMA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,2987 B/PK/PJK/2022,6,PT CENTRAL PROTEINA PRIMA TBK,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI : KABUL BANDING
MAHKAMAH AGUNG,2986 B/PK/PJK/2022,6,PT CENTRAL PROTEINA PRIMA TBK,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI : KABUL BANDING
MAHKAMAH AGUNG,2985 B/PK/PJK/2022,6,PT CENTRAL PROTEINA PRIMA TBK,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI : KABUL BANDING
MAHKAMAH AGUNG,2984 B/PK/PJK/2022,6,PT CENTRAL PROTEINA PRIMA TBK,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI : KABUL BANDING
MAHKAMAH AGUNG,4371 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT REASURANSI INDONESIA UTAMA (PERSERO),Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,4364 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT PARAMITRA INTERNUSA PRATAMA,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4361 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT KAWASAKI MOTOR INDONESIA,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,4344 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT ADHITYA SERAYAKORITA,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4343 B/PK/PJK/2022,9,PT ADHITYA SERAYAKORITA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4342 B/PK/PJK/2022,9,PT SERASI LOGISTICS INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4338 B/PK/PJK/2022,9,PT BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4331 B/PK/PJK/2022,9,PT FREEPORT INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4329 B/PK/PJK/2022,9,PT NUSA SELARAS INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4323 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT SAMSUNG ELECTRONICS INDONESIA,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Kabul,—
MAHKAMAH AGUNG,4322 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT SAMSUNG ELECTRONICS INDONESIA,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Kabul,—
MAHKAMAH AGUNG,4315 B/PK/PJK/2022,9,PT WESTCON INTERNATIONAL INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,4313 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT MALINDO FEEDMILL TBK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4303 B/PK/PJK/2022,9,PT CENTA BRASINDO ABADI CHEMICAL INDUSTRY,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,4249 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT SOJITZ INDONESIA,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,4242 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT HARAPAN SAWIT LESTARI,Peninjauan Kembali,Pajak Penghasilan Pasal 22 Final,2022,Tolak,—
MAHKAMAH AGUNG,4153 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT CALMIC INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4152 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT ROLLS ROYCE SOLUTIONS INDONESIA dahulu PT MTU INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4105 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT SUKSES MANTAP SEJAHTERA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4104 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT SUKSES MANTAP SEJAHTERA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
